,id,text
595,1575169074241237001,Annie_Bannany akdeb DesignO JFG AmoneyResists latimes Design Never waste Got ta push back receipt When block run people see stand bully nonsense
596,1575169062455242753,taking care shih tzu hair much stressful pitbull american bully
597,1575169039147495441,bully http co B cXbbaFi
600,1575168987570139145,ravelesm Yup dealing bully best thing turn around spread butt cheek At time keep sucking Putins propaganda might well go
601,1575168967169417217,The joke called obviously poor taste insecurity always laid bare overreaction Make mistake Twitter powerless people come bully perceive powerful Now wa referring Bajan white http co z l IhGzvJ
602,1575168950304149505,RebelNews_CA RebelNewsOnline I see mega troll bully Car yma Saad sad
603,1575168905961566220,Yolitatennis Unfortunately often like typical reaction someone wa bullied Instead knowing mean feel tend bully others feel better
605,1575168885648551943,KarenCraneofCA KLCRynearson You exactly right She denies hateful bullying She blame target instead bully In instance ha become bully face tell back She ha power Her word mean nothing say position self centered
607,1575168849644855296,You loss fame Wimme game fake Forwards One bully son growing goff twinger read Nazi Priers
611,1575168749358809095,rositasalvaj GroovyCrafts tssweetlt RaeluvBlueGreen killmyhabit Imma go coz obviously use arguing yall wan na shift topic bully u
613,1575168739057598470,LPNational Or maybe stop Capitalist Imperial Bully close foreign military installation bring military back US exception naval patrolling scattered air support ally needed Propose anything else hypocrite
615,1575168717121388557,ThemanShola Honestly twitter filled bitter people insult people easily twitter much dragging bully ng
618,1575168642097872906,RonFilipkowski Being popular bully two different thing
619,1575168633168596995,please bully eat
620,1575168632904044544,From thrashed Kevin McCarthy excellent Michelle Obama A bully always coward The Old Siren
623,1575168548820746248,charlhennessy He hiding tweet Charl He coward bully
624,1575168519620001792,Much U handle Glock_Topickz It made psychotic fan base bully poor girl time grieving wa horrendous She shut tf
625,1575168517690621956,That try bully shit dont work bitch I big dog
627,1575168466717376512,How bully learns share Please check fun child book Gim Jimmy BookBuz http co kvWrX KG W
628,1575168457167220736,NickAdamsinUSA So little bully beat girl Paramilitary jackass wa afraid someone stealing gun obtained illegally trained needed start killing http co LjYSk kGiI
630,1575168412040409088,When gon na get tbp bully ship thinker account
631,1575168406168678400,JamesMelville Why would anyone right mind watch someone destroy infrastructure need people give money people expensive resource Sounds like bully play Time Germans fire nuclear power plant
634,1575168332000821248,I need someone bully lifting heavier bc I know I I
638,1575168300144656385,TimRunsHisMouth A masterclass arrogant rude bully Wonder studied
640,1575168277000880129,Time bully http co EWgUG F Uu
641,1575168272558850052,Your high school bully streaming soon
642,1575168268679413761,dazeydreamy Can collectively bully one gave george ahegao hoodie
643,1575168263763263490,SteveWilkosTV bully I hope Karma meet
645,1575168250727366669,DonaldJTrumpJr Listen jr I auto immune disease issue I get vaccination Right I really go anywhere except appointment My family also wear mask everywhere Don bully people wearing mask
646,1574919485420716033,im bullyed
647,1574834958400720906,calling michael scary know wa bullyed father bc nose appearence since wa kid amp kind thing affect person think speak
648,1574765831438979072,The kid bullyed school using http co QagMo uTEE
649,1574589837994246153,yes vile woman trash hated support anything ok bullyed country dem trash vile woman group support u shut get mic stop bully text four see way
650,1574563990688370688,man bullyed friend man colored get cool person canceled http co rO ek b
652,1574257153614831616,JoshuaHeck TommyShrimps That good one ever bullyed I platform year site I part
654,1574168919002284033,DeathMoonKiller I bullyed lol
655,1574078314305683457,dbzrevengerbx Thank I get bullyed I get bullied D
656,1573768655220998148,Me n TheJaelonJones really bullyed way b traffic
657,1573696004439920640,chill brother back home making fun harassing It sure wont trigger ptsd back school got bullyed DDDDD
658,1573474669990125570,MwangoCapital How family ever pay grabbed bullyed acquire
659,1573440575726145566,sophielouisecc power put manifesto general election like party The party power release budget let honest fuck everyone dosent earn year tweet culture war bullshit party bullyed end
660,1573402149823938583,ill listen rush hour read taekook harry potter au wont get bullyed exposed even http co evhPZ
661,1573373740267999233,TehVilly bet bc people bullyed saying useless
662,1573305874822860800,im constantly getting bullyed school
663,1573129517899853824,Bullyed Me house KNOW TONY PAYING FULL RENT BEING ME NOT THEM WHOLE GETTING DISRESPECTED BYE MY OWN OTHERS NOT NUN FAMILY WATCHED
664,1573119223173648384,svdate Can imagine ever president There biggest resignation American history All depts bullyed amp blasted No one work FBI DOJ NA IRS And many
665,1573098149803360256,p _ Am I getting bullyed right http co rPDWB h E
666,1572938474667360256,get cyber bullyed mannn wa school wa survival fittest
667,1572763545842126849,wa getting bullyed prison life
668,1572604452494004224,formularacers_ Even bad Kmag lately Mick still beat point still bullyed qualifying Idk people standard rookie right
669,1572434991912734720,DieWithU_ Dude ugly fat make horrible bitch act course judge woman like Madonna You desperate I understand little monster bullyed need feel people love
670,1572328143792513024,highimallyy legend never die Juice wrld forev ally appreciate juice music much ha helped much year dealing sadness bullyed everytime listen heart heals quickly
671,1572310293761429504,afterlyfe BladeTheAlt Not anyones side I got bullyed never Ignore people bully
672,1572304591756349440,Ellie_notafurry spell bullied wrong spell bullyed haha
676,1572263867660767234,I sick bullying MeghanMarkIe people find anything matter small pointless use ammunition It make ashamed British Stop horrible snob
679,1572263839764480000,HunterBiden needPS uoregon But Mormons get mad make saying better People realize Just one kid retaliate le bullied another kid make bullying acceptable towards kid I believe understand still
680,1572263834945032193,DJRoyVon JNH A solid year worth good honest bullying whilst adolescence would eradicated potential banal tweet He clearly beyond help
686,1572263756402663424,oopooppiqiq bullying
694,1572263640216080385,literally complain people bullying game thing hypocritical
696,1572263598734381057,George_T_Truth Anna__with_an_A What use UK Charities Mental Health Anti Bullying since person still face confirmed bully Evidence people see
697,1572263597111185410,realBobbyHealy I wonder like working homophobic bullying dictator engages questionable offshore money laundering regularly us disinformation suit end lie death count becomes deranged anyone opposes
699,1572263583131799552,RejiYates rebecca_sussex People NEVER met Queen knew cried funeral Meghan wa part family yet cry Bullying anyone cry funeral deserves straight hell award
705,1572263567335768066,Bullying claim made majority complaint Scotland councillor last year new report ha shown http co oyIeKfIzLQ
706,1572263563728932865,smolcaspy oh wow thought boy th grade bullying inviting hike j
714,1572263490684948483,the_P_God Bullying never left
716,1572263482225197059,Holly Phil clearly job people job must one bullying I time watch ThisMorning week never mind every day evil moment BeKind
717,1572263467641454593,Lets see Q ha died many Commonwealth country want You NO connection aristocracy aka RF proof Meghan lying bullying I wa raised UK raised tell truth truth hurt bad http co EDzZJJhElU
721,1572263408698785794,I suppressed emotion since schooldays Showing led bullying I word truly express bubbling within Pure fury hatred rich people friend dubious funding intent destroying u
723,1572263406597455875,bigdumb_baby Bring back bullying
724,1572263403661533187,Where im bully get bullied bullying
726,1572263391389167618,They better put heat bullying quarter doc http co pDw ODowCn
729,1572263377594093569,SiggyStardust Good grief timeline full disrespect hate bullying Had enough BS Reported blocked
730,1572263368471318532,What defending injustice I part mob I attack anyone It often way bully pretend behaviour service prevention bullying You reason come I think bully Julia http co jnc WKyUa
737,1572263247398445056,Belle I hatred RF whatsoever NONE I hatred hatred targeted bullying
739,1572263219871510528,neopaean Hockeystix e adan BeratStuff People peanut gallery tend attack easy target make feel better Internet bullying sad And I wish bully ha better day instead trying harm others
748,1572263151202357252,mygines like bullying
753,1572263123851317249,publicly bullying know feeling
768,1572262962542579713,SIXMARBLES_ Stop bullying wtf http co OZcWXYAtdH
769,1572262962324475905,raycondones I tell main stream medium sport medium bullying Kyrie Irving wrong take time talk fan hour night one time NBA even started yet doe sound crazy wrong
786,1572262882762706945,If employer truly wanting improve retention rate need first amp foremost get serious addressing dysfunctional toxic organizational culture give rise bullying amp workplace abuse http co yenZZnA T
795,1572262791222038530,Beno_ldn Bullying You mean reporting truth
799,1572262750688083968,MeghanMcCain All DeSantis stand bullying weak He ha interest actually helping country
807,1572262663744524288,Who bullying Prismo
813,1572262615631659012,doglover ithoughtwhatidd BigDongDeSantis DeAngelisCorey reason important kid taught ok grow becoming bigot bullying kid might gay
814,1572262614805401602,Logically_JC I sick tired bullying threat maga cult world They trying intimidate majority America BS need stand lawlessness
818,1572262572556169217,You bullying I really help You interrupting I really defend presence You seeking harmful dangerous attention I one losing relationship looked violent I reaction mode
819,1572262572270956546,like rd episode minho bullying everyone http co ZaaQr XAgP
821,1572262550657441792,Nanaakua Seen clip woman GBNEWS nasty spiteful like Dan Wootton hating MeghanMarkIe toxicity grown people display shocking They like school child playground bullying people like
830,1572262517610786816,seven__ Meghan ha BULLIED year including recently funeral period Yes actor actress human Yes actor actress CRY SOMETIMES IN REAL LIFE Yes Meghan IS HUMAN Yes hater think bullying pleasure wa robot MONSTERS http co C H ZO
832,1572262499784818690,DoZeVT Who want sfw art sheep bullying http co RNJWQiRJa
843,1572262365596352516,know fucked cyber bullying The fact alone could comment someone post bullying point sobbing telling good wan na kt beyond disgusting get life
847,1572262331182370817,mommaqueer njerrbearr Why bullying minor
848,1572262328992686080,furbabygirl I feel sick I see people like constantly bullying whilst making excuse vile old bat Maureen Lipman
849,1572262321250250753,MikeSington RealDeniseWelch Kudos pointing disgraceful mean bullying behaviour Prayers Prince Harry Meghan
859,1572262220586778624,BvlgariDiamond AgathedeLili I guess bullying Meghan Markle excuse Duchess Suxess It must pay well
861,1572262194653396992,BB_Updates I would love see Monte pick Turner take final Turner win final take Taylor Turner reason Early season I spoke bullying namely one person constantly target abuse I choose Taylor strength shes shown
866,1572262168934125568,JuliaHB spain Why brit That bullying Go elsewhere I say let give money
872,1572262075040436226,What adult bullying address http co b r YB uWB mentalhealth mentalillness http co QZ MQnEkMs
875,1572262059370491908,Today MeghanMarkIe accused check note fake cry Queen funeral Honestly I totally see Harry wanted get away tbh bullying queensfuneral
881,1572262032405037056,The fact Meghan said wanted take life due bullying got people still teasing
882,1572262019356852224,KayBurley jamesmurray_ldn country wa polling republican May wa long serving widely respected monarch passed Are British going talk like grown ups going shouted bullying medium http co HhffNQcnVR
886,1572261954210910209,Reminds back high school I would actively ignore rumor twist positive twist break chain A single person actively helping victim type bullying make hell difference stopbullying http co DnnXgR rUa
893,1572261911831674880,JennerBetty Dominos_UK Bullying queue jumping kid groomer n sidekick Get grip Betty
894,1572261908530487298,LizKershawDJ Hmm huge backlash amp rightly bullying tweet Thinking deleting yet
895,1572261905032675328,GBNEWS GBNEWS assume supportive ongoing female bullying vile Dan Wootton The evidence suggests
896,1572261903828922368,Jasonngoose philliphaydon BaconHer aurorachaang Knowledge power appear quite weak subject amazing obsessed trolling bullying Taiwanese least month I seen
897,1572261869456625665,Javale McGee ha le ring Shaq lol I guess bullying worked landing good basketball situation
901,1572261844236267521,MargKezSmith ArchRose Bullying Where f get
905,1572261826988998656,DailyMailUK It getting beyond acceptable This nothing bullying It need stop
908,1572261775864893440,according _taz JamesAndrewLDN Anybody support pathological LIARS like H amp Mwho spread allkinds LIES destroy family raised earn lot amp play victim card NEEDS professional help ASAP H amp M NOT innocent victim BIGGEST BULLIES planet BULLYING RF
909,1572261775319437313,AnnaB A follow masterclass bullying manipulation lying covering truth
913,1572261718297804801,punk_indiemama TabbyCattitude BobNethaway TvKhaleesi But palace ha Bullying investigation report kept close wrap If dare tell serious fib lie roasted I sure guilty
917,1572261688900227072,Scilla__X Zeeezee__ hmm lena went twitter insert justin told fan stop bullying sofia richie gf time concern
918,1572261680729432064,beatspm itsnursepenny Healtcare professional Educator And round awesome person calling prejudice discrimination bullying ageism sexism Great work Nurse Penny Thanks linking u x
919,1572261654284406785,like u see bullying ppl ripe decaying age please actually bully come deactivate
920,1572261651587670016,Meghan Markle Here history sh taken British press public http co Lil QkpwQ via stylistmagazine
923,1572261622709915651,DonPayne BlakelyAdrian I see bullying writ large stronger forcing weaker
926,1572261585183440896,StevenJonMiller GBNEWS I agree I think need left alone Princess Diana wa hounded like look wanted happen Memories short stop bullying let get life Andrews one need sorted forget done
928,1572261555873681409,But people recorded struggling posted online Incentivizing working reward issue bullying fucking kid And post struggling online That fucked change mind
932,1572261519433535490,Sometimes got ta show ho pussy bullying shit let tell sum BITCH Ian going nunna
936,1572261499745472513,I stop bullying
942,1572261437980160000,Merryweatherey aptx Merrydawg Anytime someone start something I heard apparently I immediately think proof If heard something someone known pushed socially time likely contributing bullying ESPECIALLY high school
948,1572261384607637506,PaulRoss Fully agree The relentless bullying humiliating leak smearing embarrassing medium still treat person like even happened past
949,1572261382078472192,MetroUK Can nation get grip anyone would think committed murder way people piling bullying That shameful bit social medium cesspit hate time
950,1572261376554598401,MariaMalou NileGardiner JamieBrysonCPNI Indeed No Biden impertinent interference No EU bullying No work perfectly
951,1572261376361467907,yr old Daughter Fuck boy They smell stupid mean amp make fucking mad I swear I going punch one boy school face say one thing Me Is bullying Daughter No keep telling great Trump
952,1572261368644141057,Bring back bullying http co RQ IMHcZd
953,1572261364508262402,realJonRiley detectiv RockstarGames You concerned video game effecting people mental issue concerned stem Bad childhood Bullying school Drugs Pressured making bad decision
963,1572261269939560449,Rohit bullying DK
969,1572261239564439552,stan twt think need bring back bullying http co VjmzQpDWmz
971,1572261216881635331,peachesmama billyballrot sunflowergolbch DionneGrant TiffanyAndCo To This serious problem TO YOU And seriously think bullying trans kid better Threatening bomb kid beating different YOUR KIND problem Not u So piss
973,1572261170475859973,kelcrocker MrsCHeidrich It may I think publishing IS open theory marginalized voice WOW people push back even heavily sugarcoat reality living w certain disability like Not disability accompanying sadness bullying rejection etc
980,1572259614556835840,maxstaxidermia It come Ward era Tl dr He worker mainly fluff rule maker got cyberbullied even IRL bulling work Also I think something similar happened female artist one Im sure So since GW hide author
984,1572258166980874240,MikeMur SkyNews No bulling Let plea Grandmother funeral Grandchild first British subject second
986,1572257276043620352,McWeex YungstaManic Mate I chilling listening Ahora Te Puedes Marchar bulling lmao You nobody mate
994,1572254243028959232,MubeziLuwaga KingWaiswaMoses MugumeAshraf AllanOkello Good Mediocentro Trident look Not tested though I hope life bulling reckon MugumeAshraf gat lot work complement utter explicit balling discipline
995,1572254219218096129,BlaiseEyong William Kate using THEIR press abuse bulling Meghan n Harry year You tell STOP world wont reason defend
997,1572253341908074496,Kazoo_TV rbbq Right wan na bash hg bulling another bully self
1006,1572248742996353028,Ian Gillan draw attention constant bulling Armenia neighbor http co AlqqsNI Hy
1007,1572248441052450819,ahhh yes perfect heigh Susanoo stop bulling bby http co TBwxv uI
1018,1572241790857793537,Ian Gillan Deep Purple call attention constant bulling Armenia neighbor http co jHFUDGNuUb StopAzeriAggression StopAzerbaijanAggression
1019,1572241492068159488,Y literally bulling people wanting k rn I opinion taking far
1021,1572240986394488834,OCEANS OF MILK AT BORDERWAY The ESPLAND consignment fresh heifer cow tomorrow Border Lakeland sale freshly calved cow amp heifer sell In calf heifer sell bulling amp maiden heifer sell View online catalogue http co yyS ND Q http co kMVVGCUJW
1022,1572239554966614017,razzli_ Have NOTHING TO DO WITH HER COLOR WHICH SHE USES THE BRONZER TO DARKER HER SKIN BUT HER NASTY ATTITUDE AND BULLING
1023,1572239212627255296,LFG I feel like going come back full force bear clear plug bulling http co ksOAL sfy
1025,1572238699911585792,KajolMomento ForumsMeghan If accused bulling child
1026,1572236128492691463,becsfromflecs Sabby_Han HoIdMe_Forever bitchcrafters PennyWHPenelope Stop pretending u really care bulling victim abuse even racism u really show clout nothing else
1031,1572231186122145792,BleacherReport KingJames He look like OLDER James Harden RINGSSSSSSSSS name Kimbo SLICE PRIME When wa back yard BULLING dude HOOKS
1034,1572228617064808450,withempato The dip instability kill Bitcoin turn Bitcoin get stronger people gotten dipping anticipating bulling Chaindustry DoToEarn Bitcoin Crypto
1037,1572225860157214721,BechtloffCarol AngelCiara bennyjohnson You must really enjoy drama bulling name calling FORMER President Trump It shameful year people like still drinking kool aid smoking dope Where sanity
1042,1572223492879437828,ChadEbear TSN MatthewWords BlueJays Horrible horrible comment Matthew Ross ASHAMED Yourself BlueJays bulling meanspirted
1056,1572218322522984448,Are rate competitive natural question running background freelancer brain Stop bulling hour You making enough money constantly stressed thing really affect revenue
1063,1572214483329888256,Ppl bulling tiktok
1064,1572212338089934852,armradio Your tweet wa quoted article armradio http co mwB F EatT
1065,1572212329084772357,armradio Your tweet wa quoted article armradio http co mwB F EatT
1066,1572212319966330881,armradio Your tweet wa quoted article armradio http co mwB F EatT
1069,1572211464953561091,Stop bulling BhanukaRajapak personal belief SriLankan srilankacricket
1070,1572211019795300352,thecasualultra HH SO What everybody clever Celtic support u lot BULLING ROMAN CATHOLICS FOR WHAT Supporting Celtic Club like hh ktf
1072,1572208502105575424,let Fake KKK sec keep bulling american people financially happens get bullied back every piece information particular group posse done intent regulate dominate american dollar infrastructure
1073,1572208489841459202,If I think differently MEEN I wrong meen I think way People think like people Thay always around Start getting around people think differently try understand Bulling work
1086,1572200967067795457,Ian Gillan call attention constant bulling Armenia neighbor http co N pg ZjBcD via armradio
1091,1572192484763095040,In country child safe gun violence sexual predator right racism bigotry hate bulling poverty elected official would anybody want child This country NOT SAFE child live http co VOLMsDwrL
1095,1572191569666609152,Camigon_ evealayo No hagan bulling qcyo del inglishh
1097,1572190915477012480,DanielAndrewsMP How many woman wind person question bulling amp lie
1099,1572189984530075650,Ehioma LeevhuLeaks Who else would dragg gal except please stop defensive one bulling
1102,1572188594885853188,SafrinaMama xylem SussexHenryVIII meghan trash family please explain wa IN front eye way treated interview good speaking torment bulling endure year FIRST
1104,1572185786442817537,jmpousita soi dislexica basta al bulling
1111,1572178441142734848,desquinlivan sprinkle Scanning around simple calf n calf I date min wks event month plus scan externally side crush thus tail day I saw bulling twice last wks n event
1113,1572178278802419712,mhezzy dope_fights_ They bulling boy unprovoked one girl already told truth started
1117,1572176546827309056,Brekkietweets RobBurl How telling truth bulling
1121,1572173348884340736,CVasilenko And maybe remember none u perfect calling wife horrible name woman mother never met would like u calling yo mother name trolling bulling bloody rude Take hate go follow someone else I time U
1123,1572172531142107136,ExileNations Back bulling I see
1127,1572166750720098305,BJP India narendramodi Modi jee wanted strong country cost But internal opposition party bulling But Indian India satisfied PM Becouse PM honest men This know opposition also
1130,1572160873573261313,KittoQuinnzel VTuberTweeter U cant let slide either u need get everyone report bulling amp herasment
1131,1572159271512449028,mollie What awfulness Just give rest grow hell This open bulling need stopped
1132,1572159084329316352,KonstantinKisin I started excited Meghan royal family But really wa lying bulling narcissist celebrity seeking hypocritical behaviour whilst using race card whole convenient cover put She suitable royal life
1159,1572138758761316354,GailMontminy DashTheBaptist As clutch straw asinine comment Parliament siding Her Her husband bulling mistreatment getting especially British Press http co EtPILUS eK
1160,1572137877345112064,moblake Mr_H_aze ADHDfella Not rumor Listen Oprah compare British law Easy proven Bulling wa stated person wa object court Do lie mean About press two wrong make one right
1163,1572132188690292737,also bulling making fun accent bc speak sotho long without adding english phrase heh wethu hope never see
1165,1572128696739463168,NewshubPolitics Get falsehub maybe ask serious question labour bulling minority mp afraid jacinda stop check flowing
1167,1572126889430360066,Even talk shit like bulling rumor hurted learned love
1181,1572121222946734080,Complaining abt negative obsession MM whilst saying disgusting thing abt Royal woman stewps No matter horrible woman make look like massive hypocrite leg stand regard bulling meghanmarkle
1183,1572117630240313345,dreamy bull bulling doggy frick
1189,1572110705666433024,HYPEX I Well Report Cause You Guys Never Check The List Of Guys I Report Too U Hypex On fortinte Yesterday There Was Lot Bulling On Yesrday So What U Guys Gone Bout It
1193,1572104976624914432,Ukraine win war And end dictatorship Russia still trying continue barbaric expansion bulling neighbor three day operation began February turned threat existence Russian regime http co woj qNfAyR http co xSQ NBy VP
1194,1572101372635672577,One muse I miss Ram Rezero enjoy snarky bulling MCe
1197,1572099001830481922,GBNEWS How much money ha Tom Bower made bulling lying prince Harry wife duchess Meghan Tom Bower ha wife I fear A man like men like highly likely Domestic violence abuser
